# --------------------------------------------------
# nrow : 900
# ncol : 75
# comment : Station list for covariate paper.
# time_generated : 2024-12-16 15:50:36
# author : Julien Lerat, CSIRO Environment
# source_file : D030_high_quality_station_selection.py
# --------------------------------------------------
STATIONID,LONGITUDE[arc_degree],LATITUDE[arc_degree],CATCHMENTAREA[km2],LONGITUDE_DEM[arc_degree],LATITUDE_DEM[arc_degree],ALTITUDE[m],COORDINATE_DEM_TYPE[-],CATCHMENTAREA_DEM[km2],LONGITUDE_CENTROID[arc_degree],LATITUDE_CENTROID[arc_degree],ALTITUDE_OUTLET[m],PATHLENGTH_MEAN[km],PATHLENGTH_MAX[km],ALTITUDE_MEAN[m],ALTITUDE_MIN[m],ALTITUDE_MAX[m],DAMS_WITHIN_CATCHMENT_CAPACITY[Mm3],RELIEF_RATIO[-],LANDUSE2013_PROP_08[-],LANDUSE2013_PROP_05[-],LANDUSE2013_PROP_07[-],LANDUSE2013_PROP_04[-],LANDUSE2013_PROP_06[-],LANDUSE2013_PROP_02[-],LANDUSE2013_PROP_03[-],LANDUSE2013_PROP_01[-],LANDUSE2013_PROP_00[-],IS_VALID[-],STREAMFLOW_NLININTERP[-],STREAMFLOW_NVALID[-],PRECIPITATION_MEAN[mm/yr],E0_MEAN[mm/yr],STREAMFLOW_MEAN[mm/yr],STREAMFLOW_MAX[m3/sec],NORMSTREAMFLOW_MAX[m3/sec/km2],RUNOFF_COEFFICIENT[-],ARIDITY_INDEX[-],CATCHMENTAREA_VALID[km2],NDAYSMAX_ZERO_CONSECUTIVE[day],STATION_COORD_DEM_ERROR[km],GAUGING_MAX_BoM[m3/sec],GAUGING_MAX_PROVIDER[m3/sec],XOUTLET_EPSG28356[m],YOUTLET_EPSG28356[m],XCENTROID_EPSG28356[m],YCENTROID_EPSG28356[m],DISTANCE_OUTLET_TO_CENTROID[km],RATIO_OUTLET_DISTANCE_VS_SQRTAREA[-],RATIO_MAXPATH_VS_SQRTAREA[-],DISTANCE_OUTLET_FROM_COAST[km],DISTANCE_CENTROID_FROM_COAST[km],DURATION[yr],STREAMFLOW_MEAN_AMS_DURATION[yr],STREAMFLOW_MAX_AMS_DURATION[yr],NAME,STATE,DATA_PROVIDER[-],START[-],COMMENT[-],END[-],CONTROL_SECTION[-],BASIN[-],GEOFABRIC_RIVER[-],DAMS_WITHIN_CATCHMENT[-],STATIONID_ALTERNATIVE[-],DATA_AVAILABILITY[-],DAILYMEAN_PROVIDER_QUALITY_ASSESSMENT[-],DAILYMEAN_BOM_QUALITY_ASSESSMENT[-],DAILYMAX_PROVIDER_QUALITY_ASSESSMENT[-],DAILYMAX_BOM_QUALITY_ASSESSMENT[-],STREAMFLOW_MAX_DATE[-],WATER_YEAR_START[-],IS_ARR,CATCHMENTAREA_ARR[km2],GAUGING_RATIO[-]
234209,143.55832,-38.33844,49.00000,143.55750,-38.33750,0.00000,3.00000,54.79299,143.54933,-38.37390,142.53200,7.80136,17.30119,130.89241,108.16600,219.96240,,0.15476,0.00000,0.97782,0.00000,0.00528,0.00000,0.01690,0.00000,0.00000,0.00000,1.00000,0.00000,14198.00000,889.26709,1223.53821,90.24381,23.32118,0.47594,0.10148,0.72680,49.00000,77.00000,0.12761,26.56250,26.56250,-325988.65625,5714201.50000,-326369.03125,5710173.50000,4.04602,0.57800,2.47160,43.29817,41.43617,40.56126,30.00000,32.00000,Dean Creek @ Lake Colac,VIC,DELWP,1983-05-27 00:00:00,From Austral Hotel head west on Prices Highway towards Warrnambool. Turn south at Deans Creek Road after2.2km. Travel another 300m. Access station via gate to the west across farmers paddock.,2023-12-18 00:00:00,"Artificial; Concrete hump
",Lake Corangamite,nan,nan,234209A,streamflow_dailymean_delwp_9am=14815/streamflow_dailymean_bom_9am=14815/streamflow_dailymax_delwp_9am=12062/streamflow_dailymax_bom_9am=14837/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49046/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=933,islin=657,islin=355,islin=484,2010-08-12,JAN,0.00000,,1.13899
235202,143.65636,-38.56285,53.00000,143.65500,-38.56250,0.00000,1.00000,50.65554,143.67561,-38.60752,184.72240,8.21874,14.17823,192.53577,133.81760,352.81320,1.85900,0.06474,0.99206,0.00113,0.00000,0.00000,0.00000,0.00000,0.00680,0.00000,0.00000,1.00000,0.00000,25803.00000,1580.30566,1086.80774,620.28998,174.41862,3.29092,0.39251,1.45408,53.00000,1.00000,0.12488,78.55324,78.55324,-314839.84375,5690108.50000,-312647.00000,5685309.50000,5.27590,0.72470,1.94753,18.56126,13.30644,74.30801,49.00000,47.00000,Gellibrand River @ Upper Gellibrand,VIC,DELWP,1949-08-27 00:00:00,From Forrest travel south along the Apollo Bay Road. After 7 km turn west along the Upper Gellibrand Road. Travel 4.4 km to station located at the east of the road bridge.,2023-12-18 00:00:00,"Natural, concrete fish ladder installed
",Otway Coast,Gellibrand River (Otway Coast),West Gellibrand Reservoir,235202A/235202B/235202C,streamflow_dailymean_delwp_9am=27136/streamflow_dailymean_bom_9am=20994/streamflow_dailymax_delwp_9am=21920/streamflow_dailymax_bom_9am=21029/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49087/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=1536,discard=326",islin=837,"islin=446,discard=294",islin=552,1952-06-16,JAN,1.00000,53.00000,0.45037
235203,142.96019,-38.44498,790.00000,142.96249,-38.44750,15.00000,1.00000,718.66034,143.11893,-38.42629,128.53979,33.14396,71.17232,131.45941,17.38674,309.38501,,0.24374,0.09050,0.90362,0.00008,0.00285,0.00034,0.00227,0.00000,0.00034,0.00000,1.00000,0.00000,16708.00000,889.49005,1226.76086,119.40956,806.31610,1.02065,0.13424,0.72507,790.00000,16.00000,0.34798,317.28043,317.28043,-377128.09375,5696754.00000,-363455.18750,5700352.50000,14.13849,0.50303,2.53220,19.68984,24.25802,48.95277,37.00000,39.00000,Curdies River At Curdie,VIC,DELWP,1975-01-25 00:00:00,From Timboon travel west. After 1.2 km turn north along the Timboon Curdie Road (or Curdies River Road ). Follow road to old trestle bridge. Cross river (crosswire located at bridge) and continue to station which located just after going under the trestle bridge.,2024-01-08 00:00:00,"Artificial; Concrete weir
",Otway Coast,Curdies River (Otway Coast),nan,235203A/235203B,streamflow_dailymean_delwp_9am=17859/streamflow_dailymean_bom_9am=17881/streamflow_dailymax_delwp_9am=14843/streamflow_dailymax_bom_9am=17882/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49107/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=1641,discard=63",islin=1265,"islin=573,discard=48",islin=1061,2010-08-12,JAN,1.00000,790.00000,0.39349
235204,143.52917,-38.65483,11.00000,143.53000,-38.65500,420.00000,3.00000,10.11024,143.54866,-38.64603,127.85100,3.93793,8.78539,110.72237,70.86685,199.87151,,0.06810,0.91837,0.08163,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,22003.00000,1659.34668,1091.83362,1069.95154,30.40972,2.76452,0.64480,1.51978,11.00000,0.00000,0.07442,4.64595,4.64595,-324886.34375,5678723.50000,-323288.18750,5679880.00000,1.97261,0.59476,2.64889,17.17539,16.39684,68.67351,45.00000,42.00000,Little Aire Creek @ Beech Forest,VIC,DELWP,1955-04-16 00:00:00,From Beech Forest Pub travel 6.4 south west along Denhert Rd. Access to station through landholder gate to the north of road. Go through second gate and across paddock to station.,2023-12-18 00:00:00,"ARTIFICIAL CONCRETE WEIR
",Otway Coast,nan,nan,235204A,streamflow_dailymean_delwp_9am=25084/streamflow_dailymean_bom_9am=23122/streamflow_dailymax_delwp_9am=20281/streamflow_dailymax_bom_9am=23989/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49098/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=1900,discard=1944",islin=1321,"islin=602,discard=1898",islin=1725,2005-02-03,JAN,1.00000,11.00000,0.15278
235205,143.44315,-38.63956,4.43000,143.44501,-38.64000,0.00000,3.00000,5.13186,143.44926,-38.64881,135.76610,2.19488,3.95629,120.88160,79.92607,175.82280,,0.04126,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,19125.00000,1785.32104,1010.25000,1077.55347,8.24583,1.86136,0.60356,1.76721,4.43000,0.00000,0.17052,3.55324,3.55324,-332573.84375,5679637.00000,-331930.56250,5678664.00000,1.16665,0.55429,1.87969,14.98856,14.31091,65.83436,46.00000,38.00000,Arkins Creek West Branch @ Wyelangta,VIC,DELWP,1958-02-15 00:00:00,SRW Water - Camperdown / Carlisle From Lavers Hill travel east along Beech Forest Road. After 5.4 km turn north at Egan Track. Continue on for 1.7 km and turn east. Go through locked gate and travel 1.8 km to lockable gate (sometime unlocked) Park car 100 m on. Take steel walkway past weir to station.,2023-12-17 00:00:00,"ARTIFICIAL MEASURING WEIR
",Otway Coast,nan,nan,235205A/235205B,streamflow_dailymean_delwp_9am=24045/streamflow_dailymean_bom_9am=16588/streamflow_dailymax_delwp_9am=19164/streamflow_dailymax_bom_9am=16619/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49106/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=6093,discard=4",islin=3342,"islin=2249,discard=2",islin=2253,2010-08-12,JAN,1.00000,3.00000,0.43091
235209,143.58127,-38.66849,21.00000,143.58250,-38.66750,297.00000,3.00000,23.23051,143.60977,-38.65682,144.78590,5.49369,10.33700,191.43674,93.62130,347.24551,,0.04076,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,11271.00000,1592.91138,1072.15906,960.96991,231.48148,11.02293,0.60328,1.48570,21.00000,0.00000,0.15463,24.09722,24.09722,-320183.03125,5677676.00000,-317830.65625,5679232.00000,2.82047,0.61548,2.25572,12.59117,11.68720,32.77481,25.00000,22.00000,Aire River @ Beech Forest,VIC,DELWP,1991-03-09 00:00:00,From Beech Forest travel 1.1 km east. Turn south onto Aire Valley Road and travel 5.8 km. Take access track to the east to station before crossing the bridge .,2023-12-17 00:00:00,"ARTIFICIAL LOW PROFILE WEIR
",Otway Coast,nan,nan,235209A/235209B,streamflow_dailymean_delwp_9am=11971/streamflow_dailymean_bom_9am=11945/streamflow_dailymax_delwp_9am=9550/streamflow_dailymax_bom_9am=11975/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49102/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=997,islin=728,islin=318,islin=513,2007-11-04,JAN,0.00000,,0.10410
235211,143.25655,-38.58909,268.00000,143.25751,-38.59000,0.00000,3.00000,261.72046,143.32204,-38.50077,92.70306,23.30830,50.68895,144.40573,77.05727,202.97720,,0.40255,0.41281,0.58583,0.00000,0.00135,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,19093.00000,1053.20789,1180.20471,164.60129,219.90741,0.82055,0.15629,0.89239,268.00000,0.00000,0.13226,69.13542,69.13542,-349465.62500,5683525.50000,-344788.06250,5693967.50000,11.44166,0.69891,3.09632,15.53764,26.62834,59.55373,48.00000,43.00000,Kennedys Creek @ Kennedys Creek,VIC,DELWP,1964-06-19 00:00:00,From the Gellibrand River Road turn north onto the Lavers Hill Cobden Road. Travel 5.3 km to Kennedy's Creek Road. Turn west and after 100m turn north along McIntyres Road. Station is 400 m along at bridge.Sim Details from 30/7/2021:Sim: 8200 0275 3042 5NMobile: 0460343733Data: 0459836302Username: 235211A - RWMPPUK: 75923253PIN: 3253* Updated details as of 13/09/2021:Logger changed to HydroSpider; Mobile No. for SMS: 0460 334 376 ** Note: send GET ST for current values,2024-01-08 00:00:00,"Artificial; Concrete section with fish l
",Otway Coast,nan,nan,235211A,streamflow_dailymean_delwp_9am=21732/streamflow_dailymean_bom_9am=21689/streamflow_dailymax_delwp_9am=18215/streamflow_dailymax_bom_9am=18943/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49109/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=3445,discard=108",islin=2717,"islin=1138,discard=103",islin=2303,2010-08-12,JAN,0.00000,,0.31438
235216,143.94719,-38.57254,38.00000,143.94749,-38.57000,0.00000,3.00000,34.74059,143.86246,-38.57470,350.20911,11.99179,19.15031,325.94046,180.07249,493.79019,,0.06104,0.99210,0.00474,0.00316,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,18262.00000,1416.75720,1086.75256,528.25146,91.21134,2.40030,0.37286,1.30366,38.00000,0.00000,0.28531,43.73843,43.73843,-289322.21875,5691595.50000,-296700.31250,5690616.00000,7.44280,1.20738,3.10659,0.86336,6.02407,52.82957,38.00000,33.00000,Cumberland River @ Lorne,VIC,DELWP,1971-03-11 00:00:00,Cumberland Caravan Park - Gate code required From Lorne travel 6.3 km west along the Great Ocean Road. Turn north into Caravan Park and park car. Walk into caravan park - station is located at northern end of park.,2024-01-08 00:00:00,"Artificial:Conc.hump and fish ladder cut
",Otway Coast,nan,nan,235216A/235216B,streamflow_dailymean_delwp_9am=19266/streamflow_dailymean_bom_9am=17770/streamflow_dailymax_delwp_9am=15527/streamflow_dailymax_bom_9am=1968/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49098/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=1583,islin=987,islin=321,islin=55,1983-03-23,JAN,0.00000,,0.47953
235219,143.47729,-38.70317,90.00000,143.47749,-38.70250,0.00000,3.00000,86.80307,143.54474,-38.66424,223.38541,12.23416,24.95573,169.12311,70.86685,347.24551,,0.09030,0.97602,0.02398,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,17859.00000,1440.47754,1127.49487,815.62622,241.13113,2.67923,0.56622,1.27759,90.00000,0.00000,0.07721,39.23611,39.23611,-328850.71875,5672870.50000,-323419.46875,5677818.00000,7.34676,0.77442,2.63056,10.43716,15.45245,49.11430,35.00000,32.00000,Aire River @ Wyelangta,VIC,DELWP,1974-11-08 00:00:00,From Lavers Hill travel 6.5 km east. Turn south down Wait A While Road and travel 4.7 km before turning south down the Aire Crossing Track. Travel approximately 3 km to station located at bridge crossing.,2023-12-20 00:00:00,"NATURAL ROCK BAR
",Otway Coast,nan,nan,235219A,streamflow_dailymean_delwp_9am=17939/streamflow_dailymean_bom_9am=17940/streamflow_dailymax_delwp_9am=14461/streamflow_dailymax_bom_9am=17942/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49108/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=129,islin=92,islin=80,islin=92,2007-11-05,JAN,0.00000,,0.16272
235224,143.24821,-38.70152,1046.00000,143.25000,-38.70000,0.00000,3.00000,1041.50720,143.42508,-38.56112,21.41816,45.13735,91.00142,150.45775,13.14721,352.81320,1.85900,0.26791,0.81051,0.18793,0.00035,0.00070,0.00000,0.00006,0.00035,0.00012,0.00000,1.00000,0.00000,19946.00000,1113.40967,1212.15149,242.90565,372.32431,0.35595,0.21816,0.91854,1046.00000,0.00000,0.23096,215.59029,215.59029,-348849.21875,5670932.50000,-335069.21875,5688202.00000,22.09323,0.68311,2.81373,6.65329,22.75568,54.79808,47.00000,45.00000,Gellibrand River @ Burrupa,VIC,DELWP,1969-03-22 00:00:00,From Port Campbell travel east along the Great Ocean Road. After 31 km turn north along the Gellibrand River Road. After 4.4 km turn east at Burrupa St. Station is 200m along at bridge crossing.,2024-01-08 00:00:00,"NATURAL CLAY
",Otway Coast,nan,West Gellibrand Reservoir,235224A,streamflow_dailymean_delwp_9am=19995/streamflow_dailymean_bom_9am=19987/streamflow_dailymax_delwp_9am=17099/streamflow_dailymax_bom_9am=17224/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49112/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=46,discard=31",islin=41,"islin=41,discard=21",islin=67,2010-08-13,JAN,0.00000,,0.57904
235227,143.48289,-38.52410,311.00000,143.48250,-38.52250,0.00000,1.00000,311.88358,143.59482,-38.54984,180.00000,22.09528,42.55443,193.78242,59.57007,352.81320,1.85900,0.14512,0.98302,0.01545,0.00000,0.00000,0.00000,0.00019,0.00114,0.00019,0.00000,1.00000,0.00000,19538.00000,1246.28137,1182.39380,322.28394,225.30891,0.72447,0.25860,1.05403,311.00000,0.00000,0.18247,153.07870,153.07870,-330446.78125,5692852.00000,-320365.75000,5691003.00000,10.24918,0.58118,2.41304,28.25444,22.34814,53.74675,38.00000,37.00000,Gellibrand River At Bunkers Hill,VIC,DELWP,1970-03-12 00:00:00,From Gellibrand travel west along the Carlisle Rd. After 5 km turn north long the Gellibrand Valley Road. Station is located 1.6 km along to north of the road.,2023-12-10 00:00:00,"NATURAL ROCK BAR
",Otway Coast,Gellibrand River (Otway Coast),West Gellibrand Reservoir,235227A,streamflow_dailymean_delwp_9am=19632/streamflow_dailymean_bom_9am=16854/streamflow_dailymax_delwp_9am=16605/streamflow_dailymax_bom_9am=16876/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49087/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=77,discard=141",islin=18,"islin=31,discard=107",islin=51,1978-06-04,JAN,1.00000,311.00000,0.67942
235233,143.62497,-38.75502,43.00000,143.62500,-38.75500,0.00000,3.00000,42.64011,143.63725,-38.69641,385.99481,9.70778,17.71376,349.05243,126.66630,574.84723,,0.03952,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,16469.00000,1292.37024,1138.38940,534.69464,106.93866,2.48695,0.41373,1.13526,43.00000,15.00000,0.00345,52.46528,52.46528,-315375.93750,5668440.50000,-314978.71875,5675073.50000,6.64475,1.01331,2.70132,4.34311,6.84262,46.23409,34.00000,32.00000,Barham River East Branch @ Apollo Bay Paradise,VIC,DELWP,1977-10-14 00:00:00,From war statue in Apollo Bay travel towards Paradise on Barham Valley Road. The station is located off the road 5.7 km on from statue on the RHS.,2024-01-08 00:00:00,"Artificial:Low profile weir and fish lad
",Otway Coast,nan,nan,235233A,streamflow_dailymean_delwp_9am=16866/streamflow_dailymean_bom_9am=16888/streamflow_dailymax_delwp_9am=13677/streamflow_dailymax_bom_9am=16889/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49116/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,islin=623,islin=462,islin=239,islin=361,1983-03-23,JAN,1.00000,43.00000,0.49061
235237,142.98882,-38.44771,361.00000,142.99001,-38.44750,0.00000,3.00000,337.33179,143.12012,-38.49699,128.34680,23.55680,41.42358,107.41218,17.38674,179.26900,,0.25589,0.09123,0.90806,0.00000,0.00053,0.00000,0.00018,0.00000,0.00000,0.00000,1.00000,0.00000,14282.00000,937.14844,1224.24121,149.51341,218.75000,0.60596,0.15954,0.76549,361.00000,246.00000,0.10743,138.20602,138.20602,-374588.68750,5696725.50000,-362497.37500,5692493.00000,12.81074,0.67425,2.18019,19.79673,17.15038,41.63997,33.00000,36.00000,Scotts Creek @ Curdie (Digneys Bridge),VIC,DELWP,1982-04-29 00:00:00,From Timboon travel north along Scotts Creek Road. Turn north on Digneys Bridge Road park car at bridge. Pedestrian access gained from Bridge vehicle access gained via farmers gate and access track via road to north of Digneys Bridge. Vehicle access to site not attempted for more than 10 years.,2023-12-19 00:00:00,"ARTIFICIAL LOW PROFILE WEIR
",Otway Coast,nan,nan,235237A,streamflow_dailymean_delwp_9am=15209/streamflow_dailymean_bom_9am=13298/streamflow_dailymax_delwp_9am=13250/streamflow_dailymax_bom_9am=13301/precipitation_awap_mean_9am=44832/precipitation_era5_mean_9am=26966/runoff_era5_mean_9am=26966/pet_era5_mean_9am=26966/e0_awra_mean_9am=41259/s0_awra_mean_9am=41259/ss_awra_mean_9am=41259/qtot_awra_mean_9am=41259/rzsm_awra_mean_9am=41273/precipitation_silo_mean_9am=49128/apet_silo_mean_9am=49128/tmin_silo_mean_9am=49112/tmax_silo_mean_9am=49128/solrad_silo_mean_9am=49128/relhumid_silo_mean_9am=49128/vapopress_silo_mean_9am=49128/etmortonwet_silo_mean_9am=49128/etmortonpot_silo_mean_9am=49128/etmortonact_silo_mean_9am=49128,"islin=1215,discard=45",islin=810,"islin=649,discard=42",islin=710,2016-09-15,JAN,0.00000,,0.63180
